Country,Code,Name,Type,Model,ThermalPower,Gross,Net,Operator,Provider,EAF,UCF,Start,Connection,Operation,Construction_time
UKRAINE,UA -29  ,ROVNO-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,69.4,71.3,1980-02-01,1986-12-01,1987-05-01 00:00:00,2495
UKRAINE,UA -40  ,KHMELNITSKI-1,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,71.7,72.8,1981-11-01,1987-12-01,1988-08-01 00:00:00,2221
UKRAINE,UA -41  ,KHMELNITSKI-2,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,78.1,79.4,1985-02-01,2004-08-01,2005-12-01 00:00:00,7121
UKRAINE,UA -44  ,SOUTH UKRAINE-1,PWR  ,VVER V-302,3000,1000,950,NNEGC,PAA,68.0,70.3,1976-08-01,1982-12-01,1983-12-01 00:00:00,2313
UKRAINE,UA -45  ,SOUTH UKRAINE-2,PWR  ,VVER V-338,3000,1000,950,NNEGC,PAA,64.8,67.1,1981-07-01,1985-01-01,1985-04-01 00:00:00,1280
UKRAINE,UA -48  ,SOUTH UKRAINE-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAA,68.6,71.9,1984-11-01,1989-09-01,1989-12-01 00:00:00,1765
UKRAINE,UA -54  ,ZAPOROZHYE-1,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,66.7,68.9,1980-04-01,1984-12-01,1985-12-01 00:00:00,1705
UKRAINE,UA -56  ,ZAPOROZHYE-2,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,68.4,70.9,1981-01-01,1985-07-01,1986-02-01 00:00:00,1642
UKRAINE,UA -69  ,ROVNO-4,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAA,75.5,77.6,1986-08-01,2004-10-01,2006-04-01 00:00:00,6636
UKRAINE,UA -78  ,ZAPOROZHYE-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,71.3,74.0,1982-04-01,1986-12-01,1987-03-01 00:00:00,1705
UKRAINE,UA -79  ,ZAPOROZHYE-4,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,72.9,75.2,1983-04-01,1987-12-01,1988-04-01 00:00:00,1705
USA,US -220 ,NINE MILE POINT-1,BWR  ,BWR-2 (Mark 1),1850,642,613,EXELON,GE,78.9,78.9,1965-04-01,1969-11-01,1969-12-01 00:00:00,1675
USA,US -237 ,DRESDEN-2,BWR  ,BWR-3 (Mark 1),2957,950,894,EXELON,GE,82.1,82.1,1966-01-01,1970-04-01,1970-06-01 00:00:00,1551
USA,US -244 ,GINNA,PWR  ,WH 2LP (DRYAMB,1775,608,560,EXELON,WH,87.2,87.2,1966-04-01,1969-12-01,1970-07-01 00:00:00,1340
USA,US -249 ,DRESDEN-3,BWR  ,BWR-3 (Mark 1),2957,935,879,EXELON,GE,79.6,79.7,1966-10-01,1971-07-01,1971-11-01 00:00:00,1734
USA,US -250 ,TURKEY POINT-3,PWR  ,WH 3LP (DRYAMB,2644,829,837,FPL,WH,80.0,80.1,1967-04-01,1972-11-01,1972-12-01 00:00:00,2041
USA,US -251 ,TURKEY POINT-4,PWR  ,WH 3LP (DRYAMB,2644,829,821,FPL,WH,80.3,80.3,1967-04-01,1973-06-01,1973-09-01 00:00:00,2253
USA,US -254 ,QUAD CITIES-1,BWR  ,BWR-3 (Mark 1),2957,940,908,EXELON,GE,82.3,82.3,1967-02-01,1972-04-01,1973-02-01 00:00:00,1886
USA,US -255 ,PALISADES,PWR  ,CE 2LP (DRYAMB,2565,850,805,ENTERGY,CE,74.0,74.8,1967-03-01,1971-12-01,1971-12-01 00:00:00,1736
USA,US -259 ,BROWNS FERRY-1,BWR  ,BWR-4 (Mark 1),3458,1256,1200,TVA,GE,77.3,77.6,1967-05-01,1973-10-01,1974-08-01 00:00:00,2345
USA,US -260 ,BROWNS FERRY-2,BWR  ,BWR-4 (Mark 1),3458,1259,1200,TVA,GE,83.1,83.3,1967-05-01,1974-08-01,1975-03-01 00:00:00,2649
USA,US -261 ,ROBINSON-2,PWR  ,WH 3LP (DRYAMB,2339,780,741,PROGRESS,WH,80.7,80.9,1967-04-01,1970-09-01,1971-03-01 00:00:00,1249
USA,US -263 ,MONTICELLO,BWR  ,BWR-3 (Mark 1),2004,691,628,NSP,GE,85.9,85.9,1967-06-01,1971-03-01,1971-06-01 00:00:00,1369
USA,US -265 ,QUAD CITIES-2,BWR  ,BWR-3 (Mark 1),2957,940,911,EXELON,GE,81.1,81.6,1967-02-01,1972-05-01,1973-03-01 00:00:00,1916
USA,US -266 ,POINT BEACH-1,PWR  ,WH 2LP (DRYAMB,1800,640,591,NEXTERA,WH,85.6,85.9,1967-07-01,1970-11-01,1970-12-01 00:00:00,1219
USA,US -269 ,OCONEE-1,PWR  ,B&W LLP (DRYAM,2568,891,847,DUKEENER,B&W,82.7,82.9,1967-11-01,1973-05-01,1973-07-01 00:00:00,2008
USA,US -270 ,OCONEE-2,PWR  ,B&W LLP (DRYAM,2568,891,848,DUKEENER,B&W,84.6,84.7,1967-11-01,1973-12-01,1974-09-01 00:00:00,2222
USA,US -272 ,SALEM-1,PWR  ,WH 4LP (DRYAMB,3459,1254,1169,PSEG,WH,73.0,73.2,1968-09-01,1976-12-01,1977-06-01 00:00:00,3013
USA,US -275 ,DIABLO CANYON-1,PWR  ,WH 4LP (DRYAMB,3411,1197,1138,PG&E,WH,88.1,88.2,1968-04-01,1984-11-01,1985-05-01 00:00:00,6058
USA,US -277 ,PEACH BOTTOM-2,BWR  ,BWR-4 (Mark 1),3951,1412,1300,EXELON,GE,79.9,79.9,1968-01-01,1974-02-01,1974-07-01 00:00:00,2223
USA,US -278 ,PEACH BOTTOM-3,BWR  ,BWR-4 (Mark 1),3951,1412,1331,EXELON,GE,80.2,80.2,1968-01-01,1974-09-01,1974-12-01 00:00:00,2435
USA,US -280 ,SURRY-1,PWR  ,WH 3LP (DRYSUB,2587,890,838,DOMINION,WH,79.3,79.3,1968-06-01,1972-07-01,1972-12-01 00:00:00,1491
USA,US -281 ,SURRY-2,PWR  ,WH 3LP (DRYSUB,2587,890,838,DOMINION,WH,79.8,79.8,1968-06-01,1973-03-01,1973-05-01 00:00:00,1734
USA,US -282 ,PRAIRIE ISLAND-1,PWR  ,WH 2LP (DRYAMB,1677,566,522,NSP,WH,87.2,87.2,1968-06-01,1973-12-01,1973-12-01 00:00:00,2009
USA,US -286 ,INDIAN POINT-3,PWR  ,WH 4LP (DRYAMB,3216,1085,1030,ENTERGY,WH,75.1,75.2,1968-11-01,1976-04-01,1976-08-01 00:00:00,2708
USA,US -287 ,OCONEE-3,PWR  ,B&W LLP (DRYAM,2568,900,859,DUKEENER,B&W,83.5,83.8,1967-11-01,1974-09-01,1974-12-01 00:00:00,2496
USA,US -296 ,BROWNS FERRY-3,BWR  ,BWR-4 (Mark 1),3458,1260,1210,TVA,GE,84.9,85.2,1968-07-01,1976-09-01,1977-03-01 00:00:00,2984
USA,US -298 ,COOPER,BWR  ,BWR-4 (Mark 1),2419,801,769,ENTERGY,GE,79.7,79.7,1968-06-01,1974-05-01,1974-07-01 00:00:00,2160
USA,US -301 ,POINT BEACH-2,PWR  ,WH 2LP (DRYAMB,1800,640,591,NEXTERA,WH,86.7,86.7,1968-07-01,1972-08-01,1972-10-01 00:00:00,1492
USA,US -306 ,PRAIRIE ISLAND-2,PWR  ,WH 2LP (DRYAMB,1677,560,519,NSP,WH,88.2,88.2,1969-06-01,1974-12-01,1974-12-01 00:00:00,2009
USA,US -311 ,SALEM-2,PWR  ,WH 4LP (DRYAMB,3459,1200,1158,PSEG,WH,76.0,76.0,1968-09-01,1981-06-01,1981-10-01 00:00:00,4656
USA,US -313 ,ANO-1,PWR  ,B&W LLP (DRYAM,2568,903,836,ENTERGY,B&W,81.4,81.8,1968-10-01,1974-08-01,1974-12-01 00:00:00,2130
USA,US -315 ,COOK-1,PWR  ,WH 4LP (ICECDN,3304,1131,1030,AEP,WH,72.9,73.0,1969-03-01,1975-02-01,1975-08-01 00:00:00,2163
USA,US -316 ,COOK-2,PWR  ,WH 4LP (ICECDN,3468,1231,1168,AEP,WH,74.3,74.4,1969-03-01,1978-03-01,1978-07-01 00:00:00,3287
USA,US -317 ,CALVERT CLIFFS-1,PWR  ,CE 2LP (DRYAMB,2737,918,877,EXELON,CE,81.9,82.1,1968-06-01,1975-01-01,1975-05-01 00:00:00,2405
USA,US -318 ,CALVERT CLIFFS-2,PWR  ,CE 2LP (DRYAMB,2737,911,855,EXELON,CE,85.0,85.1,1968-06-01,1976-12-01,1977-04-01 00:00:00,3105
USA,US -321 ,HATCH-1,BWR  ,BWR-4 (Mark 1),2804,911,876,SOUTHERN,GE,83.7,83.7,1968-09-01,1974-11-01,1975-12-01 00:00:00,2252
USA,US -323 ,DIABLO CANYON-2,PWR  ,WH 4LP (DRYAMB,3411,1197,1118,PG&E,WH,88.8,88.9,1970-12-01,1985-10-01,1986-03-01 00:00:00,5418
USA,US -324 ,BRUNSWICK-2,BWR  ,BWR-4 (Mark 1),2923,960,932,PROGRESS,GE,78.1,78.4,1970-02-01,1975-04-01,1975-11-01 00:00:00,1885
USA,US -325 ,BRUNSWICK-1,BWR  ,BWR-4 (Mark 1),2923,990,938,PROGRESS,GE,78.9,79.2,1970-02-01,1976-12-01,1977-03-01 00:00:00,2495
USA,US -327 ,SEQUOYAH-1,PWR  ,WH 4LP (ICECND,3455,1221,1152,TVA,WH,77.1,77.1,1970-05-01,1980-07-01,1981-07-01 00:00:00,3714
USA,US -328 ,SEQUOYAH-2,PWR  ,WH 4LP (ICECND,3455,1200,1139,TVA,WH,80.4,80.4,1970-05-01,1981-12-01,1982-06-01 00:00:00,4232
USA,US -333 ,FITZPATRICK,BWR  ,BWR-4 (Mark 1),2536,849,813,EXELON,GE,81.3,81.4,1968-09-01,1975-02-01,1975-07-01 00:00:00,2344
USA,US -334 ,BEAVER VALLEY-1,PWR  ,WH 3LP (DRYSUB,2900,959,908,FENOC,WH,78.5,78.5,1970-06-01,1976-06-01,1976-10-01 00:00:00,2192
USA,US -335 ,ST. LUCIE-1,PWR  ,CE 2LP (DRYAMB,3020,1045,981,FPL,CE,83.4,83.6,1970-07-01,1976-05-01,1976-12-01 00:00:00,2131
USA,US -336 ,MILLSTONE-2,PWR  ,CE 2LP (DRYAMB,2700,918,869,DOMINION,CE,72.5,73.1,1969-11-01,1975-11-01,1975-12-01 00:00:00,2191
USA,US -338 ,NORTH ANNA-1,PWR  ,WH 3LP (DRYSUB,2940,990,948,DOMINION,WH,84.6,85.2,1971-02-01,1978-04-01,1978-06-01 00:00:00,2616
USA,US -339 ,NORTH ANNA-2,PWR  ,WH 3LP (DRYSUB,2940,1011,944,DOMINION,WH,86.9,87.5,1971-02-01,1980-08-01,1980-12-01 00:00:00,3469
USA,US -341 ,FERMI-2,BWR  ,BWR-4 (Mark 1),3486,1198,1115,DTEDISON,GE,80.0,80.0,1972-09-01,1986-09-01,1988-01-01 00:00:00,5113
USA,US -346 ,DAVIS BESSE-1,PWR  ,B&W RLP (DRYAM,2817,925,894,FENOC,B&W,74.1,74.2,1970-09-01,1977-08-01,1978-07-01 00:00:00,2526
USA,US -348 ,FARLEY-1,PWR  ,WH 3LP (DRYAMB,2775,918,874,SOUTHERN,WH,85.9,86.0,1970-10-01,1977-08-01,1977-12-01 00:00:00,2496
USA,US -352 ,LIMERICK-1,BWR  ,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,91.6,91.6,1974-06-01,1985-04-01,1986-02-01 00:00:00,3957
USA,US -353 ,LIMERICK-2,BWR  ,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,93.8,93.8,1974-06-01,1989-09-01,1990-01-01 00:00:00,5571
USA,US -354 ,HOPE CREEK-1,BWR  ,BWR-4 (Mark 1),3840,1240,1172,PSEG,GE,88.6,88.6,1976-03-01,1986-08-01,1986-12-01 00:00:00,3805
USA,US -364 ,FARLEY-2,PWR  ,WH 3LP (DRYAMB,2775,928,883,SOUTHERN,WH,89.1,89.1,1970-10-01,1981-05-01,1981-07-01 00:00:00,3865
USA,US -366 ,HATCH-2,BWR  ,BWR-4 (Mark 1),2804,921,883,SOUTHERN,GE,85.4,85.4,1972-02-01,1978-09-01,1979-09-01 00:00:00,2404
USA,US -368 ,ANO-2,PWR  ,CE 2LP (DRYAMB,3026,1065,988,ENTERGY,CE,84.1,84.3,1968-12-01,1978-12-01,1980-03-01 00:00:00,3652
USA,US -369 ,MCGUIRE-1,PWR  ,WH 4LP (ICECND,3411,1215,1158,DUKEENER,WH,83.8,84.1,1971-04-01,1981-09-01,1981-12-01 00:00:00,3806
USA,US -370 ,MCGUIRE-2,PWR  ,WH 4LP (ICECND,3411,1215,1158,DUKEENER,WH,87.0,87.0,1971-04-01,1983-05-01,1984-03-01 00:00:00,4413
USA,US -373 ,LASALLE-1,BWR  ,BWR-5 (Mark 2),3546,1207,1137,EXELON,GE,82.1,82.1,1973-09-01,1982-09-01,1984-01-01 00:00:00,3287
USA,US -374 ,LASALLE-2,BWR  ,BWR-5 (Mark 2),3546,1207,1140,EXELON,GE,81.7,81.7,1973-09-01,1984-04-01,1984-10-01 00:00:00,3865
USA,US -382 ,WATERFORD-3,PWR  ,CE 2LP (DRYAMB,3716,1250,1168,ENTERGY,CE,87.5,87.7,1974-11-01,1985-03-01,1985-09-01 00:00:00,3773
USA,US -387 ,SUSQUEHANNA-1,BWR  ,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,85.5,85.5,1973-11-01,1982-11-01,1983-06-01 00:00:00,3287
USA,US -388 ,SUSQUEHANNA-2,BWR  ,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,88.7,88.7,1973-11-01,1984-07-01,1985-02-01 00:00:00,3895
USA,US -389 ,ST. LUCIE-2,PWR  ,CE 2LP (DRYAMB,3020,1050,987,FPL,CE,86.5,86.8,1977-06-01,1983-06-01,1983-08-01 00:00:00,2191
USA,US -390 ,WATTS BAR-1,PWR  ,WH 4LP (ICECND,3459,1210,1157,TVA,WH,90.0,90.1,1973-07-01,1996-02-01,1996-05-01 00:00:00,8250
USA,US -391 ,WATTS BAR-2,PWR  ,WH 4LP (ICECND,3411,1218,1164,TVA,WH,82.6,82.6,1973-09-01,2016-06-01,2016-10-01 00:00:00,15614
USA,US -395 ,SUMMER-1,PWR  ,WH 3LP (DRYAMB,2900,1006,973,SCE&G,WH,86.1,86.1,1973-03-01,1982-11-01,1984-01-01 00:00:00,3532
USA,US -397 ,COLUMBIA,BWR  ,BWR-5 (Mark 2),3486,1190,1131,ENERGYNW,GE,81.5,82.1,1972-08-01,1984-05-01,1984-12-01 00:00:00,4291
USA,US -400 ,HARRIS-1,PWR  ,WH 3LP (DRYAMB,2900,980,964,PROGRESS,WH,89.4,89.5,1978-01-01,1987-01-01,1987-05-01 00:00:00,3287
USA,US -410 ,NINE MILE POINT-2,BWR  ,BWR-5 (Mark 2),3988,1320,1277,EXELON,GE,87.2,87.2,1975-08-01,1987-08-01,1988-03-01 00:00:00,4383
USA,US -412 ,BEAVER VALLEY-2,PWR  ,WH 3LP (DRYSUB,2900,958,905,FENOC,WH,88.8,88.8,1974-05-01,1987-08-01,1987-11-01 00:00:00,4840
USA,US -413 ,CATAWBA-1,PWR  ,WH 4LP (ICECND,3411,1188,1160,DUKEENER,WH,87.0,87.0,1974-05-01,1985-01-01,1985-06-01 00:00:00,3898
USA,US -414 ,CATAWBA-2,PWR  ,WH 4LP (ICECND,3411,1188,1150,DUKEENER,WH,88.1,88.1,1974-05-01,1986-05-01,1986-08-01 00:00:00,4383
USA,US -416 ,GRAND GULF-1,BWR  ,BWR-6 (Mark 3),4408,1500,1401,ENTERGY,GE,84.0,84.2,1974-05-01,1984-10-01,1985-07-01 00:00:00,3806
USA,US -423 ,MILLSTONE-3,PWR  ,WH 4LP (DRYSUB,3650,1280,1210,DOMINION,WH,81.0,81.1,1974-08-01,1986-02-01,1986-04-01 00:00:00,4202
USA,US -424 ,VOGTLE-1,PWR  ,WH 4LP (DRYAMB,3626,1229,1150,SOUTHERN,WH,91.4,91.5,1976-08-01,1987-03-01,1987-06-01 00:00:00,3864
USA,US -425 ,VOGTLE-2,PWR  ,WH 4LP (DRYAMB,3626,1229,1152,SOUTHERN,WH,91.6,91.6,1976-08-01,1989-04-01,1989-05-01 00:00:00,4626
USA,US -440 ,PERRY-1,BWR  ,BWR-6 (Mark 3),3758,1303,1240,FENOC,GE,84.2,84.2,1974-10-01,1986-12-01,1987-11-01 00:00:00,4444
USA,US -443 ,SEABROOK-1,PWR  ,WH 4LP (DRYAMB,3648,1296,1246,NEXTERA,WH,88.9,88.9,1976-07-01,1990-05-01,1990-08-01 00:00:00,5052
USA,US -445 ,COMANCHE PEAK-1,PWR  ,WH 4LP (DRYAMB,3612,1259,1205,LUMINANT,WH,90.6,90.6,1974-12-01,1990-04-01,1990-08-01 00:00:00,5600
USA,US -446 ,COMANCHE PEAK-2,PWR  ,WH 4LP (DRYAMB,3612,1250,1195,LUMINANT,WH,91.4,91.4,1974-12-01,1993-04-01,1993-08-01 00:00:00,6696
USA,US -454 ,BYRON-1,PWR  ,WH 4LP (DRYAMB,3645,1242,1164,EXELON,WH,90.1,90.1,1975-04-01,1985-03-01,1985-09-01 00:00:00,3622
USA,US -455 ,BYRON-2,PWR  ,WH 4LP (DRYAMB,3645,1210,1136,EXELON,WH,93.1,93.1,1975-04-01,1987-02-01,1987-08-01 00:00:00,4324
USA,US -456 ,BRAIDWOOD-1,PWR  ,WH 4LP (DRYAMB,3645,1270,1194,EXELON,WH,90.5,90.5,1975-08-01,1987-07-01,1988-07-01 00:00:00,4352
USA,US -457 ,BRAIDWOOD-2,PWR  ,WH 4LP (DRYAMB,3645,1230,1160,EXELON,WH,92.4,92.4,1975-08-01,1988-05-01,1988-10-01 00:00:00,4657
USA,US -458 ,RIVER BEND-1,BWR  ,BWR-6 (Mark 3),3091,1016,967,ENTERGY,GE,84.8,84.9,1977-03-01,1985-12-01,1986-06-01 00:00:00,3197
USA,US -461 ,CLINTON-1,BWR  ,BWR-6 (Mark 3),3473,1098,1062,EXELON,GE,82.2,82.2,1975-10-01,1987-04-01,1987-11-01 00:00:00,4200
USA,US -482 ,WOLF CREEK,PWR  ,WH 4LP (DRYAMB,3565,1285,1200,WCNOC,WH,85.9,85.9,1977-05-01,1985-06-01,1985-09-01 00:00:00,2953
USA,US -483 ,CALLAWAY-1,PWR  ,WH 4LP (DRYAMB,3565,1275,1215,AmerenUE,WH,88.4,88.4,1975-09-01,1984-10-01,1984-12-01 00:00:00,3318
USA,US -498 ,SOUTH TEXAS-1,PWR  ,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,84.4,84.4,1975-12-01,1988-03-01,1988-08-01 00:00:00,4474
USA,US -499 ,SOUTH TEXAS-2,PWR  ,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,84.3,84.3,1975-12-01,1989-04-01,1989-06-01 00:00:00,4870
USA,US -528 ,PALO VERDE-1,PWR  ,CE80 2LP (DRYA,3990,1414,1311,APS,CE,82.2,82.3,1976-05-01,1985-06-01,1986-01-01 00:00:00,3318
USA,US -529 ,PALO VERDE-2,PWR  ,CE80 2LP (DRYA,3990,1414,1314,APS,CE,84.5,84.5,1976-06-01,1986-05-01,1986-09-01 00:00:00,3621
USA,US -530 ,PALO VERDE-3,PWR  ,CE80 2LP (DRYA,3990,1414,1312,APS,CE,86.3,86.5,1976-06-01,1987-11-01,1988-01-01 00:00:00,4170
"TAIWAN,CHINA",TW -3   ,KUOSHENG-1,BWR  ,BWR-6,2894,985,985,TPC,GE,83.9,84.7,1975-11-01,1981-05-01,1981-05-01 00:00:00,2008
"TAIWAN,CHINA",TW -4   ,KUOSHENG-2,BWR  ,BWR-6,2894,985,985,TPC,GE,83.3,84.3,1976-03-01,1982-06-01,1982-06-01 00:00:00,2283
"TAIWAN,CHINA",TW -5   ,MAANSHAN-1,PWR  ,WH 3LP (WE 312,2822,951,936,TPC,WH,86.7,87.7,1978-08-01,1984-05-01,1984-05-01 00:00:00,2100
"TAIWAN,CHINA",TW -6   ,MAANSHAN-2,PWR  ,WH 3LP (WE 312,2822,951,938,TPC,WH,86.2,87.4,1979-02-01,1985-02-01,1985-02-01 00:00:00,2192
