Country,Code,Name,Type,Model,ThermalPower,Gross,Net,Operator,Provider,EAF,UCF,Start,Connection,Operation,Shutdown,Construction_time,Online
ARMENIA,AM -18  ,ARMENIAN-1,PWR  ,,1375,408,376,ANPPCJSC,FAEA,,,1969-07-01,1976-12-01,1977-10-01 00:00:00,1989-02-01,2710,False
BELGIUM,BE -1   ,BR-3,PWR  ,,41,12,10,CEN/SCK,WH,,,1957-11-01,1962-10-01,1962-10-01 00:00:00,1987-06-01,1795,False
BULGARIA,BG -1   ,KOZLODUY-1,PWR  ,,1375,440,408,KOZNPP,AEE,,,1970-04-01,1974-07-01,1974-10-01 00:00:00,2002-12-01,1552,False
BULGARIA,BG -2   ,KOZLODUY-2,PWR  ,,1375,440,408,KOZNPP,AEE,,,1970-04-01,1975-08-01,1975-11-01 00:00:00,2002-12-01,1948,False
BULGARIA,BG -3   ,KOZLODUY-3,PWR  ,,1375,440,408,KOZNPP,AEE,,,1973-10-01,1980-12-01,,2006-12-01,2618,False
BULGARIA,BG -4   ,KOZLODUY-4,PWR  ,,1375,440,408,KOZNPP,AEE,,,1973-10-01,1982-05-01,1982-06-01 00:00:00,2006-12-01,3134,False
CANADA,CA -2   ,DOUGLAS POINT,PHWR ,,704,218,206,OH,AECL,,,1960-02-01,1967-01-01,1968-09-01 00:00:00,1984-05-01,2526,False
CANADA,CA -3   ,GENTILLY-1,HWLWR,,792,266,250,HQ,AECL,,,1966-09-01,1971-04-01,1972-05-01 00:00:00,1977-06-01,1673,False
CANADA,CA -12  ,GENTILLY-2,PHWR ,,2156,675,635,HQ,AECL,,,1974-04-01,1982-12-01,1983-10-01 00:00:00,2012-12-01,3166,False
CANADA,CA -5   ,PICKERING-2,PHWR ,,1744,542,515,OPG,OH/AECL,,,1966-09-01,1971-10-01,1971-12-01 00:00:00,2007-05-01,1856,False
CANADA,CA -6   ,PICKERING-3,PHWR ,,1744,542,515,OPG,OH/AECL,,,1967-12-01,1972-05-01,1972-06-01 00:00:00,2008-10-01,1613,False
CANADA,CA -1   ,ROLPHTON NPD,PHWR ,,92,25,22,OH,CGE,,,1958-01-01,1962-06-01,1962-10-01 00:00:00,1987-08-01,1612,False
FRANCE,FR -9   ,BUGEY-1,GCR  ,,1954,555,540,EDF,FRAM,,,1965-12-01,1972-04-01,1972-07-01 00:00:00,1994-05-01,2313,False
FRANCE,FR -2   ,CHINON A-1,GCR  ,,300,80,70,EDF,LEVIVIER,,,1957-02-01,1963-06-01,1964-02-01 00:00:00,1973-04-01,2311,False
FRANCE,FR -3   ,CHINON A-2,GCR  ,,800,230,180,EDF,LEVIVIER,,,1959-08-01,1965-02-01,1965-02-01 00:00:00,1985-06-01,2011,False
FRANCE,FR -4   ,CHINON A-3,GCR  ,,1170,480,360,EDF,GTM,,,1961-03-01,1966-08-01,1966-08-01 00:00:00,1990-06-01,1979,False
FRANCE,FR -5   ,CHOOZ-A (ARDENNES),PWR  ,,1040,320,305,SENA,A/F/W,,,1962-01-01,1967-04-01,1967-04-01 00:00:00,1991-10-01,1916,False
FRANCE,FR -6   ,EL-4 (MONTS D'ARREE),HWGCR,,250,75,70,EDF,GAAA,,,1962-07-01,1967-07-01,1968-06-01 00:00:00,1985-07-01,1826,False
FRANCE,FR -11  ,FESSENHEIM-1,PWR  ,,2785,920,880,EDF,FRAM,,,1971-09-01,1977-04-01,1978-01-01 00:00:00,2020-02-01,2039,False
FRANCE,FR -12  ,FESSENHEIM-2,PWR  ,,2785,920,880,EDF,FRAM,,,1972-02-01,1977-10-01,1978-04-01 00:00:00,2020-06-01,2069,False
FRANCE,FR -1B  ,G-2 (MARCOULE),GCR  ,,260,43,39,COGEMA,SACM,,,1955-03-01,1959-04-01,1959-04-01 00:00:00,1980-02-01,1492,False
FRANCE,FR -1   ,G-3 (MARCOULE),GCR  ,,260,43,40,COGEMA,SACM,,,1956-03-01,1960-04-01,1960-04-01 00:00:00,1984-06-01,1492,False
FRANCE,FR -10  ,PHENIX,FBR  ,,345,142,130,CEA/EDF,CNCLNEY,,,1968-11-01,1973-12-01,1974-07-01 00:00:00,2010-02-01,1856,False
FRANCE,FR -7   ,ST. LAURENT A-1,GCR  ,,1650,500,390,EDF,FRAM,,,1963-10-01,1969-03-01,1969-06-01 00:00:00,1990-04-01,1978,False
FRANCE,FR -8   ,ST. LAURENT A-2,GCR  ,,1475,530,465,EDF,FRAM,,,1966-01-01,1971-08-01,1971-11-01 00:00:00,1992-05-01,2038,False
FRANCE,FR -24  ,SUPER-PHENIX,FBR  ,,3000,1242,1200,EDF,ASPALDO,,,1976-12-01,1986-01-01,1986-12-01 00:00:00,1998-12-01,3318,False
GERMANY,DE -4   ,AVR JUELICH,HTGR ,,46,15,13,AVR,BBK,,,1961-08-01,1967-12-01,1969-05-01 00:00:00,1988-12-01,2313,False
GERMANY,DE -12  ,BIBLIS-A,PWR  ,,3517,1225,1167,RWE,KWU,,,1970-01-01,1974-08-01,1975-02-01 00:00:00,2011-08-01,1673,False
GERMANY,DE -18  ,BIBLIS-B,PWR  ,,3733,1300,1240,RWE,KWU,,,1972-02-01,1976-04-01,1977-01-01 00:00:00,2011-08-01,1521,False
GERMANY,DE -13  ,BRUNSBUETTEL,BWR  ,,2292,806,771,KKB,KWU,,,1970-04-01,1976-07-01,1977-02-01 00:00:00,2011-08-01,2283,False
GERMANY,DE -23  ,GRAFENRHEINFELD,PWR  ,,3765,1345,1275,E.ON,KWU,,,1975-01-01,1981-12-01,1982-06-01 00:00:00,2015-06-01,2526,False
GERMANY,DE -502 ,GREIFSWALD-1,PWR  ,,1375,440,408,EWN,AEE,,,1970-03-01,1973-12-01,1974-07-01 00:00:00,1990-02-01,1371,False
GERMANY,DE -503 ,GREIFSWALD-2,PWR  ,,1375,440,408,EWN,AEE,,,1970-03-01,1974-12-01,1975-04-01 00:00:00,1990-02-01,1736,False
GERMANY,DE -504 ,GREIFSWALD-3,PWR  ,,1375,440,408,EWN,AEE,,,1972-04-01,1977-10-01,1978-05-01 00:00:00,1990-02-01,2009,False
GERMANY,DE -505 ,GREIFSWALD-4,PWR  ,,1375,440,408,EWN,AEE,,,1972-04-01,1979-09-01,1979-11-01 00:00:00,1990-07-01,2709,False
GERMANY,DE -506 ,GREIFSWALD-5,PWR  ,,1375,440,408,EWN,AEE,,,1976-12-01,1989-04-01,1989-11-01 00:00:00,1989-11-01,4504,False
GERMANY,DE -3   ,GUNDREMMINGEN-A,BWR  ,,801,250,237,KGB,"AEG,GE",,,1962-12-01,1966-12-01,1967-04-01 00:00:00,1977-01-01,1461,False
GERMANY,DE -26  ,GUNDREMMINGEN-B,BWR  ,,3840,1344,1284,KGG,KWU,,,1976-07-01,1984-03-01,1984-07-01 00:00:00,2017-12-01,2800,False
GERMANY,DE -7   ,HDR GROSSWELZHEIM,BWR  ,,100,27,25,HDR,"AEG,KWU",,,1965-01-01,1969-10-01,1970-08-01 00:00:00,1971-04-01,1734,False
GERMANY,DE -16  ,ISAR-1,BWR  ,,2575,912,878,E.ON,KWU,,,1972-05-01,1977-12-01,1979-03-01 00:00:00,2011-08-01,2040,False
GERMANY,DE -8   ,KNK II,FBR  ,,58,21,17,KBG,IA,,,1974-09-01,1978-04-01,1979-03-01 00:00:00,1991-08-01,1308,False
GERMANY,DE -20  ,KRUEMMEL,BWR  ,,3690,1402,1346,KKK,KWU,,,1974-04-01,1983-09-01,1984-03-01 00:00:00,2011-08-01,3440,False
GERMANY,DE -6   ,LINGEN,BWR  ,,520,268,183,KWL,AEG,,,1964-10-01,1968-07-01,1968-10-01 00:00:00,1977-01-01,1369,False
GERMANY,DE -22  ,MUELHEIM-KAERLICH,PWR  ,,3760,1302,1219,KGG,BBR,,,1975-01-01,1986-03-01,1987-08-01 00:00:00,1988-09-01,4077,False
GERMANY,DE -2   ,MZFR,PHWR ,,200,57,52,KBG,SIEMENS,,,1961-12-01,1966-03-01,1966-12-01 00:00:00,1984-05-01,1551,False
GERMANY,DE -15  ,NECKARWESTHEIM-1,PWR  ,,2497,840,785,EnKK,KWU,,,1972-02-01,1976-06-01,1976-12-01 00:00:00,2011-08-01,1582,False
GERMANY,DE -11  ,NIEDERAICHBACH,HWGCR,,321,106,100,KKN,"SIEM,KWU",,,1966-06-01,1973-01-01,1973-01-01 00:00:00,1974-07-01,2406,False
GERMANY,DE -5   ,OBRIGHEIM,PWR  ,,1050,357,340,EnBW,"SIEM,KWU",,,1965-03-01,1968-10-01,1969-03-01 00:00:00,2005-05-01,1310,False
GERMANY,DE -14  ,PHILIPPSBURG-1,BWR  ,,2575,926,890,EnKK,KWU,,,1970-10-01,1979-05-01,1980-03-01 00:00:00,2011-08-01,3134,False
GERMANY,DE -24  ,PHILIPPSBURG-2,PWR  ,,3950,1468,1402,EnKK,KWU,,,1977-07-01,1984-12-01,1985-04-01 00:00:00,2019-12-01,2710,False
GERMANY,DE -501 ,RHEINSBERG,PWR  ,,265,70,62,EWN,AEE,,,1960-01-01,1966-05-01,1966-10-01 00:00:00,1990-06-01,2312,False
GERMANY,DE -10  ,STADE,PWR  ,,1900,672,640,E.ON,KWU,,,1967-12-01,1972-01-01,1972-05-01 00:00:00,2003-11-01,1492,False
GERMANY,DE -19  ,THTR-300,HTGR ,,760,308,296,HKG,HRB,,,1971-05-01,1985-11-01,1987-06-01 00:00:00,1988-09-01,5298,False
GERMANY,DE -17  ,UNTERWESER,PWR  ,,3900,1410,1345,E.ON,KWU,,,1972-07-01,1978-09-01,1979-09-01 00:00:00,2011-08-01,2253,False
GERMANY,DE -1   ,VAK KAHL,BWR  ,,60,16,15,VAK,"GE,AEG",,,1958-07-01,1961-06-01,1962-02-01 00:00:00,1985-11-01,1066,False
GERMANY,DE -9   ,WUERGASSEN,BWR  ,,1912,670,640,PE,"AEG,KWU",,,1968-01-01,1971-12-01,1975-11-01 00:00:00,1994-08-01,1430,False
ITALY,IT -4   ,CAORSO,BWR  ,,2651,882,860,SOGIN,AMN/GETS,,,1970-01-01,1978-05-01,1981-12-01 00:00:00,1990-07-01,3042,False
ITALY,IT -3   ,ENRICO FERMI,PWR  ,,870,270,260,SOGIN,EL/WEST,,,1961-07-01,1964-10-01,1965-01-01 00:00:00,1990-07-01,1188,False
ITALY,IT -2   ,GARIGLIANO,BWR  ,,506,160,150,SOGIN,GE,,,1959-11-01,1964-01-01,1964-06-01 00:00:00,1982-03-01,1522,False
ITALY,IT -1   ,LATINA,GCR  ,,660,160,153,SOGIN,TNPG,,,1958-11-01,1963-05-01,1964-01-01 00:00:00,1987-12-01,1642,False
JAPAN,JP -20  ,FUGEN ATR,HWLWR,,557,165,148,JAEA,HITACHI,,,1972-05-01,1978-07-01,1979-03-01 00:00:00,2003-03-01,2252,False
JAPAN,JP -5   ,FUKUSHIMA-DAIICHI-1,BWR  ,,1380,460,439,TEPCO,GE/GETSC,,,1967-07-01,1970-11-01,,2011-05-01,1219,False
JAPAN,JP -9   ,FUKUSHIMA-DAIICHI-2,BWR  ,,2381,784,760,TEPCO,GE/T,,,1969-06-01,1973-12-01,1974-07-01 00:00:00,2011-05-01,1644,False
JAPAN,JP -10  ,FUKUSHIMA-DAIICHI-3,BWR  ,,2381,784,760,TEPCO,TOSHIBA,,,1970-12-01,1974-10-01,1976-03-01 00:00:00,2011-05-01,1400,False
JAPAN,JP -16  ,FUKUSHIMA-DAIICHI-4,BWR  ,,2381,784,760,TEPCO,HITACHI,,,1973-02-01,1978-02-01,1978-10-01 00:00:00,2011-05-01,1826,False
JAPAN,JP -17  ,FUKUSHIMA-DAIICHI-5,BWR  ,,2381,784,760,TEPCO,TOSHIBA,,,1972-05-01,1977-09-01,1978-04-01 00:00:00,2013-12-01,1949,False
JAPAN,JP -18  ,FUKUSHIMA-DAIICHI-6,BWR  ,,3293,1100,1067,TEPCO,GE/T,,,1973-10-01,1979-05-01,1979-10-01 00:00:00,2013-12-01,2038,False
JAPAN,JP -25  ,FUKUSHIMA-DAINI-1,BWR  ,,3293,1100,1067,TEPCO,TOSHIBA,,,1976-03-01,1981-07-01,1982-04-01 00:00:00,2019-09-01,1948,False
JAPAN,JP -26  ,FUKUSHIMA-DAINI-2,BWR  ,,3293,1100,1067,TEPCO,HITACHI,,,1979-05-01,1983-06-01,1984-02-01 00:00:00,2019-09-01,1492,False
JAPAN,JP -35  ,FUKUSHIMA-DAINI-3,BWR  ,,3293,1100,1067,TEPCO,TOSHIBA,,,1981-03-01,1984-12-01,1985-06-01 00:00:00,2019-09-01,1371,False
JAPAN,JP -38  ,FUKUSHIMA-DAINI-4,BWR  ,,3293,1100,1067,TEPCO,HITACHI,,,1981-05-01,1986-12-01,1987-08-01 00:00:00,2019-09-01,2040,False
JAPAN,JP -12  ,GENKAI-1,PWR  ,,1650,559,529,KYUSHU,MHI,,,1971-09-01,1975-02-01,1975-10-01 00:00:00,2015-04-01,1249,False
JAPAN,JP -27  ,GENKAI-2,PWR  ,,1650,559,529,KYUSHU,MHI,,,1977-02-01,1980-06-01,1981-03-01 00:00:00,2019-04-01,1216,False
JAPAN,JP -11  ,HAMAOKA-1,BWR  ,,1593,540,515,CHUBU,TOSHIBA,,,1971-06-01,1974-08-01,1976-03-01 00:00:00,2009-01-01,1157,False
JAPAN,JP -24  ,HAMAOKA-2,BWR  ,,2436,840,806,CHUBU,TOSHIBA,,,1974-06-01,1978-05-01,1978-11-01 00:00:00,2009-01-01,1430,False
JAPAN,JP -23  ,IKATA-1,PWR  ,,1650,566,538,SHIKOKU,MHI,,,1973-09-01,1977-02-01,1977-09-01 00:00:00,2016-05-01,1249,False
JAPAN,JP -32  ,IKATA-2,PWR  ,,1650,566,538,SHIKOKU,MHI,,,1978-08-01,1981-08-01,1982-03-01 00:00:00,2018-05-01,1096,False
JAPAN,JP -1   ,JPDR,BWR  ,,90,13,12,JAEA,GE,,,1960-12-01,1963-10-01,1965-03-01 00:00:00,1976-03-01,1034,False
JAPAN,JP -4   ,MIHAMA-1,PWR  ,,1031,340,320,KEPCO,WH,,,1967-02-01,1970-08-01,1970-11-01 00:00:00,2015-04-01,1277,False
JAPAN,JP -6   ,MIHAMA-2,PWR  ,,1456,500,470,KEPCO,MHI,,,1968-05-01,1972-04-01,1972-07-01 00:00:00,2015-04-01,1431,False
JAPAN,JP -31  ,MONJU,FBR  ,,714,280,246,JAEA,T/H/F/M,,,1986-05-01,1995-08-01,,2017-12-01,3379,False
JAPAN,JP -15  ,OHI-1,PWR  ,,3423,1175,1120,KEPCO,WH,,,1972-10-01,1977-12-01,1979-03-01 00:00:00,2018-03-01,1887,False
JAPAN,JP -19  ,OHI-2,PWR  ,,3423,1175,1120,KEPCO,WH,,,1972-12-01,1978-10-01,1979-12-01 00:00:00,2018-03-01,2130,False
JAPAN,JP -22  ,ONAGAWA-1,BWR  ,,1593,524,498,TOHOKU,TOSHIBA,,,1980-07-01,1983-11-01,1984-06-01 00:00:00,2018-12-01,1218,False
JAPAN,JP -7   ,SHIMANE-1,BWR  ,,1380,460,439,CHUGOKU,HITACHI,,,1970-07-01,1973-12-01,,2015-04-01,1249,False
JAPAN,JP -2   ,TOKAI-1,GCR  ,,587,166,137,JAPCO,GEC,,,1961-03-01,1965-11-01,1966-07-01 00:00:00,1998-03-01,1706,False
JAPAN,JP -3   ,TSURUGA-1,BWR  ,,1070,357,340,JAPCO,GE,,,1966-11-01,1969-11-01,1970-03-01 00:00:00,2015-04-01,1096,False
KAZAKHSTAN,KZ -10  ,AKTAU,FBR  ,,1000,90,52,MAEC-KAZ,MAEC-KAZ,,,1964-10-01,1973-07-01,,1999-04-01,3195,False
"KOREA,REP.OF",KR -1   ,KORI-1,PWR  ,,1729,607,576,KHNP,WH,,,1972-08-01,1977-06-01,1978-04-01 00:00:00,2017-06-01,1765,False
"KOREA,REP.OF",KR -3   ,WOLSONG-1,PHWR ,,2061,683,661,KHNP,AECL,,,1977-10-01,1982-12-01,1983-04-01 00:00:00,2019-12-01,1887,False
LITHUANIA,LT -46  ,IGNALINA-1,LWGR ,,4800,1300,1185,INPP,MAEP,,,1977-05-01,1983-12-01,1985-05-01 00:00:00,2004-12-01,2405,False
LITHUANIA,LT -47  ,IGNALINA-2,LWGR ,,4800,1300,1185,INPP,MAEP,,,1978-01-01,1987-08-01,1987-12-01 00:00:00,2009-12-01,3499,False
NETHERLANDS,NL -1   ,DODEWAARD,BWR  ,,183,60,55,BV GKN,RDM,,,1965-05-01,1968-10-01,1969-03-01 00:00:00,1997-03-01,1249,False
RUSSIA,RU -1   ,APS-1 OBNINSK,LWGR ,,30,6,5,MSM,MSM,,,1951-01-01,1954-06-01,1954-12-01 00:00:00,2002-04-01,1247,False
RUSSIA,RU -3   ,BELOYARSK-1,LWGR ,,286,108,102,REA,MSM,,,1958-06-01,1964-04-01,1964-04-01 00:00:00,1983-01-01,2131,False
RUSSIA,RU -6   ,BELOYARSK-2,LWGR ,,530,160,146,REA,MSM,,,1962-01-01,1967-12-01,1969-12-01 00:00:00,1990-01-01,2160,False
RUSSIA,RU -141 ,BILIBINO-1,LWGR ,,62,12,11,REA,AEM,,,1970-01-01,1974-01-01,1974-04-01 00:00:00,2019-01-01,1461,False
RUSSIA,RU -15  ,LENINGRAD-1,LWGR ,,3200,1000,925,REA,AEM,,,1970-03-01,1973-12-01,1974-11-01 00:00:00,2018-12-01,1371,False
RUSSIA,RU -16  ,LENINGRAD-2,LWGR ,,3200,1000,925,REA,AEM,,,1970-06-01,1975-07-01,1976-02-01 00:00:00,2020-11-01,1856,False
RUSSIA,RU -4   ,NOVOVORONEZH-1,PWR  ,,760,210,197,REA,MSM,,,1957-07-01,1964-09-01,1964-12-01 00:00:00,1988-02-01,2619,False
RUSSIA,RU -8   ,NOVOVORONEZH-2,PWR  ,,1320,365,336,REA,MSM,,,1964-06-01,1969-12-01,1970-04-01 00:00:00,1990-08-01,2009,False
RUSSIA,RU -9   ,NOVOVORONEZH-3,PWR  ,,1375,417,385,REA,AEM,,,1967-07-01,1971-12-01,1972-06-01 00:00:00,2016-12-01,1614,False
SLOVAKIA,SK -1   ,BOHUNICE A1,HWGCR,,560,143,93,JAVYS,ŠKODA ,,,1958-08-01,1972-12-01,1972-12-01 00:00:00,1977-02-01,5236,False
SLOVAKIA,SK -2   ,BOHUNICE-1,PWR  ,,1375,440,408,JAVYS,AEE,,,1972-04-01,1978-12-01,1980-04-01 00:00:00,2006-12-01,2435,False
SLOVAKIA,SK -3   ,BOHUNICE-2,PWR  ,,1375,440,408,JAVYS,AEE,,,1972-04-01,1980-03-01,1981-01-01 00:00:00,2008-12-01,2891,False
SPAIN,ES -1   ,JOSE CABRERA-1,PWR  ,,510,150,141,UFG,WH,,,1964-06-01,1968-07-01,1969-08-01 00:00:00,2006-04-01,1491,False
SPAIN,ES -2   ,SANTA MARIA DE GARONA,BWR  ,,1381,466,446,NUCLENOR,GE,,,1966-09-01,1971-03-01,1971-05-01 00:00:00,2017-08-01,1642,False
SPAIN,ES -3   ,VANDELLOS-1,GCR  ,,1670,500,480,HIFRENSA,CEA,,,1968-06-01,1972-05-01,1972-08-01 00:00:00,1990-07-01,1430,False
SWEDEN,SE -1   ,AGESTA,PHWR ,,80,12,10,SVAFO,ABB ATOM,,,1957-12-01,1964-05-01,1964-05-01 00:00:00,1974-06-01,2343,False
SWEDEN,SE -6   ,BARSEBACK-1,BWR  ,,1800,615,600,BKAB,ASEASTAL,,,1971-02-01,1975-05-01,1975-07-01 00:00:00,1999-11-01,1550,False
SWEDEN,SE -8   ,BARSEBACK-2,BWR  ,,1800,615,600,BKAB,ABB ATOM,,,1973-01-01,1977-03-01,1977-07-01 00:00:00,2005-05-01,1520,False
SWEDEN,SE -2   ,OSKARSHAMN-1,BWR  ,,1375,492,473,OKG,ABB ATOM,,,1966-08-01,1971-08-01,1972-02-01 00:00:00,2017-06-01,1826,False
SWEDEN,SE -3   ,OSKARSHAMN-2,BWR  ,,1800,661,638,OKG,ABB ATOM,,,1969-09-01,1974-10-01,1975-01-01 00:00:00,2016-12-01,1856,False
SWEDEN,SE -4   ,RINGHALS-1,BWR  ,,2540,910,881,RAB,ABB ATOM,,,1969-02-01,1974-10-01,1976-01-01 00:00:00,2020-12-01,2068,False
SWEDEN,SE -5   ,RINGHALS-2,PWR  ,,2652,963,852,RAB,WH,,,1970-10-01,1974-08-01,1975-05-01 00:00:00,2019-12-01,1400,False
SWITZERLAND,CH -8   ,LUCENS,HWGCR,,28,7,6,EOS,NGA,,,1962-04-01,1968-01-01,,1969-01-01,2101,False
SWITZERLAND,CH -2   ,MUEHLEBERG,BWR  ,,1097,390,373,BKW,GETSCO,,,1967-03-01,1971-07-01,1972-11-01 00:00:00,2019-12-01,1583,False
UK,GB -3A  ,BERKELEY-1,GCR  ,,620,166,138,ML,TNPG,,,1957-01-01,1962-06-01,1962-06-01 00:00:00,1989-03-01,1977,False
UK,GB -3B  ,BERKELEY-2,GCR  ,,620,166,138,ML,TNPG,,,1957-01-01,1962-06-01,1962-10-01 00:00:00,1988-10-01,1977,False
UK,GB -4A  ,BRADWELL-1,GCR  ,,481,146,123,ML,TNPG,,,1957-01-01,1962-07-01,1962-07-01 00:00:00,2002-03-01,2007,False
UK,GB -4B  ,BRADWELL-2,GCR  ,,481,146,123,ML,TNPG,,,1957-01-01,1962-07-01,1962-11-01 00:00:00,2002-03-01,2007,False
UK,GB -1A  ,CALDER HALL-1,GCR  ,,268,60,49,SL,UKAEA,,,1953-08-01,1956-08-01,1956-10-01 00:00:00,2003-03-01,1096,False
UK,GB -1B  ,CALDER HALL-2,GCR  ,,268,60,49,SL,UKAEA,,,1953-08-01,1957-02-01,1957-02-01 00:00:00,2003-03-01,1280,False
UK,GB -1C  ,CALDER HALL-3,GCR  ,,268,60,49,SL,UKAEA,,,1955-08-01,1958-03-01,1958-05-01 00:00:00,2003-03-01,943,False
UK,GB -1D  ,CALDER HALL-4,GCR  ,,268,60,49,SL,UKAEA,,,1955-08-01,1959-04-01,1959-04-01 00:00:00,2003-03-01,1339,False
UK,GB -2A  ,CHAPELCROSS-1,GCR  ,,260,60,48,ML,UKAEA,,,1955-10-01,1959-02-01,1959-03-01 00:00:00,2004-06-01,1219,False
UK,GB -2B  ,CHAPELCROSS-2,GCR  ,,260,60,48,ML,UKAEA,,,1955-10-01,1959-07-01,1959-08-01 00:00:00,2004-06-01,1369,False
UK,GB -2C  ,CHAPELCROSS-3,GCR  ,,260,60,48,ML,UKAEA,,,1955-10-01,1959-11-01,1959-12-01 00:00:00,2004-06-01,1492,False
UK,GB -2D  ,CHAPELCROSS-4,GCR  ,,260,60,48,ML,UKAEA,,,1955-10-01,1960-01-01,1960-03-01 00:00:00,2004-06-01,1553,False
UK,GB -14  ,DOUNREAY DFR,FBR  ,,60,15,11,UKAEA,UKAEA,,,1955-03-01,1962-10-01,1962-10-01 00:00:00,1977-03-01,2771,False
